content,chunk_index,collection,content_type,filename,sequence_number,source,source_file,title,total_chunks
". Â Their number of confirmations would start over.If anyone took advantage of the segmentation to double-spend, such that there are different spends of the same money on each side, then the double-spends in the shorter fork lose out and go to 0/unconfirmed and stay that way.It wouldn't be easy to take advantage of the segmentation to double-spend.Â  If it's impossible to communicate from one side to the other, how are you going to put a spend on each side?Â  If there is a way, then probably someone else is also using it to flow the block chain over.You would usually know whether you're in the smaller segment. Â For example, if your country cuts itself off from the rest of the world, the rest of the world is the larger segment. Â If you're in the smaller segment, you should assume nothing is confirmed.
Re: Anonymity
July 8, 2010 at 19:12:00 UTC
BitcoinTalk",1,posts,post,post_175_Re__Anonymity,175,nakamotoinstitute_files\posts\post_175_Re__Anonymity.html,nakamotoinstitute_files\posts\post_175_Re__Anonymity.html,Re  Anonymity,2
"What the OP described is called ""cornering the market"". Â When someone tries to buy all the world's supply of a scarce asset, the more they buy the higher the price goes. Â At some point, it gets too expensive for them to buy any more. Â It's great for the people who owned it beforehand because they get to sell it to the corner at crazy high prices",0,posts,post,post_177_Re__BTC_Vulnerability__(Massive_Attack_against_BTC_system._Is_it_really_),177,nakamotoinstitute_files\posts\post_177_Re__BTC_Vulnerability__(Massive_Attack_against_BTC_system._Is_it_really_).html,nakamotoinstitute_files\posts\post_177_Re__BTC_Vulnerability__(Massive_Attack_against_BTC_system._Is_it_really_).html,Re  BTC Vulnerability  (Massive Attack against BTC system. Is it really ),2
". Â As the price keeps going up and up, some people keep holding out for yet higher prices and refuse to sell.The Hunt brothers famously bankrupted themselves trying to corner the silver market in 1979:""Brothers Nelson Bunker Hunt and Herbert Hunt attempted to corner the world silver markets in the late 1970s and early 1980s, at one stage holding the rights to more than half of the world's deliverable silver.[1] During Hunt's accumulation of the precious metal silver prices rose from $11 an ounce in September 1979 to nearly $50 an ounce in January 1980.[2] Silver prices ultimately collapsed to below $11 an ounce two months later,[2] much of the fall on a single day now known as Silver Thursday, due to changes made to exchange rules regarding the purchase of commodities on margin.[3]""http://en.wikipedia.org/wiki/Cornering_the_market
Re: BTC Vulnerability? (Massive Attack against BTC system. Is it really?)
July 9, 2010 at 03:28:46 UTC
BitcoinTalk",1,posts,post,post_177_Re__BTC_Vulnerability__(Massive_Attack_against_BTC_system._Is_it_really_),177,nakamotoinstitute_files\posts\post_177_Re__BTC_Vulnerability__(Massive_Attack_against_BTC_system._Is_it_really_).html,nakamotoinstitute_files\posts\post_177_Re__BTC_Vulnerability__(Massive_Attack_against_BTC_system._Is_it_really_).html,Re  BTC Vulnerability  (Massive Attack against BTC system. Is it really ),2
"After it initially tries incorrectly to set itself to the lowest priority, the generate thread only changes its priority again temporarily when it finds a block.Â  When you've found a block, you should want it to hurry up and broadcast it as soon a possible before someone else finds one and makes yours invalid.Â  The generate thread only changes to higher priority for less than a second every few days.There should be a 0.3.1 release for this soon.Â  There are a few other issues we need to look at fixing in 0.3.1 before making a release.Quote from: knightmb on July 12, 2010, 10:39:13 PMOn a side note, I've tracked down the other GUI issue.The ""minimize to tray instead of taskbar"" is what was eating up all the CPU on my system",0,posts,post,post_188_Re__Runaway_CPU_usage_for_64bit_BitCoin_(Linux_Client),188,nakamotoinstitute_files\posts\post_188_Re__Runaway_CPU_usage_for_64bit_BitCoin_(Linux_Client).html,nakamotoinstitute_files\posts\post_188_Re__Runaway_CPU_usage_for_64bit_BitCoin_(Linux_Client).html,Re  Runaway CPU usage for 64bit BitCoin (Linux Client),2
". After I turned this off, the issue was resolved with Runaway CPU.This only seems to affect the 64 bit Client, as the 32 bit Clients I have don't seem to be affected by this.I did notice on the 64 bit Client, what happens is, it spawns multiple ""tray"" icons until X server finally kills over, so I guess I should submit that as a bug to somewhere?That's interesting.Â  I know the minimize to tray on Ubuntu is very clunky, but I didn't know it had a CPU peg problem too.Â  Anyone else able to reproduce this problem?Â  We had this feature disabled on Linux before, but then it seemed better to have the imperfect UI than to lose the feature entirely.Â  I'm thinking we should disable it again on Linux.
Re: Runaway CPU usage for 64bit BitCoin (Linux Client)
July 14, 2010 at 18:45:53 UTC
BitcoinTalk",1,posts,post,post_188_Re__Runaway_CPU_usage_for_64bit_BitCoin_(Linux_Client),188,nakamotoinstitute_files\posts\post_188_Re__Runaway_CPU_usage_for_64bit_BitCoin_(Linux_Client).html,nakamotoinstitute_files\posts\post_188_Re__Runaway_CPU_usage_for_64bit_BitCoin_(Linux_Client).html,Re  Runaway CPU usage for 64bit BitCoin (Linux Client),2
"Quote from: aidos on July 15, 2010, 12:49:11 AMOk here is the .po file for French. While I'm at it, I noted a couple of issues:1. The ""About"" box didn't take the translation into account, it still displays the english version to me, even though the rest of the software is using the translated strings, and the .po file contains the translation string of the ""About"" box message. Same problem with the ""Apply"" button in the Settings window.I need to give an updated .po file.Quote from: aidos on July 15, 2010, 12:49:11 AM2. If an transaction's description in the list of transaction in the main window contains a diacritical character (such as ""Ã©Ã Ã¨Ã§""), it's not displayed. I suppose the string is not being properly handled as UTF8 somewhere.OK, this must be a problem somewhere, I'll have to take a look at it or one of the other devs can.Quote from: aidos on July 15, 2010, 12:49:11 AM4",0,posts,post,post_199_Re__Website_and_software_translations,199,nakamotoinstitute_files\posts\post_199_Re__Website_and_software_translations.html,nakamotoinstitute_files\posts\post_199_Re__Website_and_software_translations.html,Re  Website and software translations,2
". About the .po file :- There are a few strings in the .po file that don't needs translation (ie: ""Bitcoin""). Maybe those shouldn't be inside _(""..."") ?- Others shouldn't be split. I can remember one message about transaction fee where the string is split in two to insert the fee value, where you could simply have put a %s. It makes the message harder to translate as I had to go in the source to find exactly what was going on.- Some strings have whitespace at the end or start, which necessity is very debatable, and it's easy to miss in PoEdit.Many of the strings are in code automatically generated from uiproject.fbp where nothing can be done about these things.Â  I have a program I use to find all the spacing inconsistencies at the beginning and ending of strings in your .po file and manually fix them up before I upload them to SVN.
Re: Website and software translations
July 15, 2010 at 18:30:22 UTC
BitcoinTalk",1,posts,post,post_199_Re__Website_and_software_translations,199,nakamotoinstitute_files\posts\post_199_Re__Website_and_software_translations.html,nakamotoinstitute_files\posts\post_199_Re__Website_and_software_translations.html,Re  Website and software translations,2
"SHA256 is not like the step from 128 bit to 160 bit.To use an analogy, it's more like the step from 32-bit to 64-bit address space.Â  We quickly ran out of address space with 16-bit computers, we ran out of address space with 32-bit computers at 4GB, that doesn't mean we're going to run out again with 64-bit anytime soon.SHA256 is not going to be broken by Moore's law computational improvements in our lifetimes.Â  If it's going to get broken, it'll be by some breakthrough cracking method.Â  An attack that could so thoroughly vanquish SHA256 to bring it within computationally tractable range has a good chance of clobbering SHA512 too.If we see a weakness in SHA256 coming gradually, we can transition to a new hash function after a certain block number.Â  Everyone would have to upgrade their software by that block number.Â  The new software would keep a new hash of all the old blocks to make sure they're not replaced with another block with the same old hash.
Re: Hash() function not",0,posts,post,post_219_Re__Hash()_function_not_secure,219,nakamotoinstitute_files\posts\post_219_Re__Hash()_function_not_secure.html,nakamotoinstitute_files\posts\post_219_Re__Hash()_function_not_secure.html,Re  Hash() function not secure,2
"make sure they're not replaced with another block with the same old hash.
Re: Hash() function not secure
July 16, 2010 at 16:13:53 UTC
BitcoinTalk",1,posts,post,post_219_Re__Hash()_function_not_secure,219,nakamotoinstitute_files\posts\post_219_Re__Hash()_function_not_secure.html,nakamotoinstitute_files\posts\post_219_Re__Hash()_function_not_secure.html,Re  Hash() function not secure,2
"We need someone to write sample code, preferably Python or Java, showing the recommended way to use the JSON-RPC interface to create an account system.Â  Most sites that sell things will need something like this.Â  Someone who's kept up on the JSON-RPC threads here should have some idea how it should work.When a user is logged in to their account, you show the bitcoin address they can send to to add funds.Â  Before showing it, you check if it's been used, if it has then you replace it with a new one (getnewaddress ).Â  You only need to keep the latest bitcoin address for the account in your database.Â  (I posted a sample code fragment for this in an earlier thread somewhere, search on getnewaddress)You use getreceivedbylabel  with the username as the label to get the ""credit"" amount of the account.Â  You need to keep a ""debit"" amount in your database.Â  The current balance of the account is (credit - debit).Â  When the user spends money, you increase debit.If you're requiring more than",0,posts,post,post_229_Sample_account_system_using_JSON-RPC_needed,229,nakamotoinstitute_files\posts\post_229_Sample_account_system_using_JSON-RPC_needed.html,nakamotoinstitute_files\posts\post_229_Sample_account_system_using_JSON-RPC_needed.html,Sample account system using JSON-RPC needed,2
"is (credit - debit).Â  When the user spends money, you increase debit.If you're requiring more than 0 confirmations, it's nice if you show the current balance (0 confirmations) and the available balance (1 or more confirmations), so they can immediately see that their payment is acknowledged.Â  Not all sites need to wait for confirmations, so the dual current & available should be optional.Â  Most sites selling digital goods are fine to accept 0 confirmations.A nice sample app for this would be a simple bank site, which would have the above, plus the option to send a payment to a bitcoin address.Â  The sample code should be the simplest possible with the minimum extra stuff to make it a working site.vekja.net is an example of a site like this.
Sample account system using JSON-RPC needed
July 16, 2010 at 19:45:10 UTC
BitcoinTalk",1,posts,post,post_229_Sample_account_system_using_JSON-RPC_needed,229,nakamotoinstitute_files\posts\post_229_Sample_account_system_using_JSON-RPC_needed.html,nakamotoinstitute_files\posts\post_229_Sample_account_system_using_JSON-RPC_needed.html,Sample account system using JSON-RPC needed,2
"We should queue up a supply of pre-made addresses in the wallet to use when a new address is needed.Â  They aren't very big, so it wouldn't hurt to have a lot of them.Â  This would more generally cover the case also where someone backs up, then requests a new address and receives a big payment with it.Â  Maybe there should be separate queues so one type of demand on addresses doesn't deplete it for the others.The addresses would be created and stored in the normal place, but also listed on a separate list of created-but-never-used addresses.Â  When an address is requested, the address at the front of the never-used queue is handed out, and a new address is created and added to the back.There's some kind of rescan in the block loading code that was made to repair the case where someone copied their wallet.dat.Â  I would need to check that the rescan handles the case of rediscovering received payments in blocks that were already received, but are forgotten because the wallet was",0,posts,post,post_233_Re__Privacy_versus_Safety__handling_change,233,nakamotoinstitute_files\posts\post_233_Re__Privacy_versus_Safety__handling_change.html,nakamotoinstitute_files\posts\post_233_Re__Privacy_versus_Safety__handling_change.html,Re  Privacy versus Safety  handling change,2
"received payments in blocks that were already received, but are forgotten because the wallet was restored.
Re: Privacy versus Safety: handling change
July 17, 2010 at 16:27:39 UTC
BitcoinTalk",1,posts,post,post_233_Re__Privacy_versus_Safety__handling_change,233,nakamotoinstitute_files\posts\post_233_Re__Privacy_versus_Safety__handling_change.html,nakamotoinstitute_files\posts\post_233_Re__Privacy_versus_Safety__handling_change.html,Re  Privacy versus Safety  handling change,2
"I believe it'll be possible for a payment processing company to provide as a service the rapid distribution of transactions with good-enough checking in something like 10 seconds or less.The network nodes only accept the first version of a transaction they receive to incorporate into the block they're trying to generate. Â When you broadcast a transaction, if someone else broadcasts a double-spend at the same time, it's a race to propagate to the most nodes first. Â If one has a slight head start, it'll geometrically spread through the network faster and get most of the nodes.A rough back-of-the-envelope example:1 Â  Â  Â  Â  04 Â  Â  Â  Â  116 Â  Â  Â  Â 464 Â  Â  Â  Â 1680% Â  Â  Â 20%So if a double-spend has to wait even a second, it has a huge disadvantage.The payment processor has connections with many nodes. Â When it gets a transaction, it blasts it out, and at the same time monitors the network for double-spends",0,posts,post,post_236_Re__Bitcoin_snack_machine_(fast_transaction_problem),236,nakamotoinstitute_files\posts\post_236_Re__Bitcoin_snack_machine_(fast_transaction_problem).html,nakamotoinstitute_files\posts\post_236_Re__Bitcoin_snack_machine_(fast_transaction_problem).html,Re  Bitcoin snack machine (fast transaction problem),2
". Â If it receives a double-spend on any of its many listening nodes, then it alerts that the transaction is bad. Â A double-spent transaction wouldn't get very far without one of the listeners hearing it. Â The double-spender would have to wait until the listening phase is over, but by then, the payment processor's broadcast has reached most nodes, or is so far ahead in propagating that the double-spender has no hope of grabbing a significant percentage of the remaining nodes.
Re: Bitcoin snack machine (fast transaction problem)
July 17, 2010 at 22:29:13 UTC
BitcoinTalk",1,posts,post,post_236_Re__Bitcoin_snack_machine_(fast_transaction_problem),236,nakamotoinstitute_files\posts\post_236_Re__Bitcoin_snack_machine_(fast_transaction_problem).html,nakamotoinstitute_files\posts\post_236_Re__Bitcoin_snack_machine_(fast_transaction_problem).html,Re  Bitcoin snack machine (fast transaction problem),2
"Quote from: lachesis on June 16, 2010, 06:14:05 AMI think you're misunderstanding the issue. My browser will always be able to go to 127.0.0.1 (barring some strange IE settings or a virus). If I type the address into the URL bar or click a link, it will work fine. However, it isn't possible to use Javascript to complete POST requests between domains (or ports on the same domain).That's what I thought too.Quote from: sirius-m on June 16, 2010, 08:26:14 AMYeah, I meant to say that cross-domain javascript calls are forbidden, so you can't call 127.0.0.1 from a javascript that doesn't reside in 127.0.0.1",0,posts,post,post_243_Re__URI-scheme_for_bitcoin,243,nakamotoinstitute_files\posts\post_243_Re__URI-scheme_for_bitcoin.html,nakamotoinstitute_files\posts\post_243_Re__URI-scheme_for_bitcoin.html,Re  URI-scheme for bitcoin,2
". Come to think of it, it would be quite funny if browsers allowed malicious cross-domain javascript to change people's Facebook pages etc.Now I'm hearing a report that it IS possible for javascript to do a cross-domain POST request to 127.0.0.1.Â  Not other domains, but just specifically to that one.Â  Great...If this is the case, then do not use the -server switch or bitcoind on a system where you do web browsing.I'll get started on adding the password field.
Re: URI-scheme for bitcoin
July 18, 2010 at 16:06:16 UTC
BitcoinTalk",1,posts,post,post_243_Re__URI-scheme_for_bitcoin,243,nakamotoinstitute_files\posts\post_243_Re__URI-scheme_for_bitcoin.html,nakamotoinstitute_files\posts\post_243_Re__URI-scheme_for_bitcoin.html,Re  URI-scheme for bitcoin,2
"I uploaded to SVN my changes to add a password to JSON-RPC. Â If you're set up to build, please test it.The -server switch is replaced with -rpcpw=, which is also used with bitcoind.bitcoin -rpcpw= Â  Â -- runs with JSON-RPC port openbitcoind -rpcpw= Â  -- daemon with passwordIf you have a better idea for the switch name, let me know, but keep in mind there will eventually be a password for encrypting the database too.Â  I'm not sure but I think they may want to use different passwords for the two.It gives a warning if you don't set a password.All commands now require the password as the first parameter",0,posts,post,post_245_JSON-RPC_password,245,nakamotoinstitute_files\posts\post_245_JSON-RPC_password.html,nakamotoinstitute_files\posts\post_245_JSON-RPC_password.html,JSON-RPC password,3
". Â It'll tell you that if you run ""bitcoind help"".The central code:// Check passwordif (params.size() < 1 || params[0].type() != str_type)throw runtime_error(""First parameter must be the password."");if (params[0].get_str() != strRPCPassword){if (strRPCPassword.size() < 15)Sleep(50);begin = strRequest.end();printf(""ThreadRPCServer incorrect password attempt
"");throw runtime_error(""Incorrect password."");}Any comments on these decisions?1) if (strRPCPassword.size() < 15) Sleep(50); Â -- this means if it's a short password, it'll wait 50ms after each attempt. Â This might be used as a DoS attack, but I figured if it's a short password, it's more important to protect against brute force password scan. Â This may tell outsiders whether the password is less than 15 characters, but less than 15 isn't all that noteworthy, most passwords are less than 15",1,posts,post,post_245_JSON-RPC_password,245,nakamotoinstitute_files\posts\post_245_JSON-RPC_password.html,nakamotoinstitute_files\posts\post_245_JSON-RPC_password.html,JSON-RPC password,3
". Â If you want to close the DoS possibility, just use a password 15 characters or longer.2) begin = strRequest.end(); Â -- if it's a single request with multiple invocations, I throw away the rest if one has a bad password. Â This is so you can't stuff it with millions of password attempts in one packet. Â What do you think, is this the right thing to do? Â (multiple invocation is probably almost never used anyway)I also fixed the two duplicated commands listed in the help:getaddressesbylabel  getbalance getblockcount getblocknumber getconnectioncount getdifficulty getgenerate getinfo getlabel  getnewaddress  [label]getreceivedbyaddress   [minconf=1]getreceivedbylabel   [minconf=1]help listreceivedbyaddress  [minconf=1] [includeempty=false]listreceivedbylabel  [minconf=1] [includeempty=false]sendtoaddress    [comment] [comment-to]setgenerate   [genproclimit]setlabel   stop 
JSON-RPC password
July 18, 2010 at 20:49:22 UTC
BitcoinTalk",2,posts,post,post_245_JSON-RPC_password,245,nakamotoinstitute_files\posts\post_245_JSON-RPC_password.html,nakamotoinstitute_files\posts\post_245_JSON-RPC_password.html,JSON-RPC password,3
"OpenSSL doesn't have any interface for doing just the low level raw block hash part of SHA256. Â SHA256 begins by wrapping your data in a specially formatted buffer. Â Setting up the buffer takes an order of magnitude longer than the actual hashing if you're only hashing one or two blocks like we do. Â It's intended that the time is amortised if you were hashing many KB or MB of data. Â In BitcoinMiner, we format the buffer once and keep reusing it.If you can find SHA256 code that's faster (with MinGW/GCC) than what we've got, that would be really great! Â (although, keep licensing in mind) Â The one we have is the only one I tried, so there's significant chance for improvement.When I wrote it more than 2 years ago, there were screaming hot SHA1 implementations but minimal attention to SHA256. Â That's a lot of time for them to come up with better stuff. Â SHA256 was a lot slower than the fastest SHA1 at the time than I thought it should be",0,posts,post,post_246_Re__MSVC_build_&_SHA-256,246,nakamotoinstitute_files\posts\post_246_Re__MSVC_build_&_SHA-256.html,nakamotoinstitute_files\posts\post_246_Re__MSVC_build_&_SHA-256.html,Re  MSVC build & SHA-256,2
". Â SHA256 was a lot slower than the fastest SHA1 at the time than I thought it should be. Â Obviously SHA256 should be slower than SHA1 by a certain amount, but not by as much as I saw.(hope you don't mind I renamed your thread, SHA-256 optimisation is something important that I keep forgetting about)
Re: MSVC build & SHA-256
July 18, 2010 at 21:24:09 UTC
BitcoinTalk",1,posts,post,post_246_Re__MSVC_build_&_SHA-256,246,nakamotoinstitute_files\posts\post_246_Re__MSVC_build_&_SHA-256.html,nakamotoinstitute_files\posts\post_246_Re__MSVC_build_&_SHA-256.html,Re  MSVC build & SHA-256,2
"So you drop a settings file in the ~/.bitcoin directory, that sounds better. Â In the ""no password is set"" warning, it could tell you where the file is and what to do.What is the most popular and common settings file format?HTTP basic authentication should be considered. Â In actual practice though, it's more work for web developers to figure out how to specify the password through some extra parameter in the HTTP or JSON-RPC wrapper than to just stick an extra parameter at the beginning of the parameter list. Â What do you think? Â Does HTTP basic authentication get us any additional benefits?Â  Moving it off the parameter list but then you still have to specific it in a more esoteric place I'm not sure is a net win.Quote from: gavinandresen on July 19, 2010, 12:02:39 PMI was confused for a bit because the password is given LAST on the command line, but FIRST in the JSON-RPC params list",0,posts,post,post_251_Re__JSON-RPC_password,251,nakamotoinstitute_files\posts\post_251_Re__JSON-RPC_password.html,nakamotoinstitute_files\posts\post_251_Re__JSON-RPC_password.html,Re  JSON-RPC password,2
". Â I agree that reading the command-line password from a file would be more convenient and more secure.You're also confusing me, what do you mean? Â Did I do something unintended?
Re: JSON-RPC password
July 19, 2010 at 16:20:50 UTC
BitcoinTalk",1,posts,post,post_251_Re__JSON-RPC_password,251,nakamotoinstitute_files\posts\post_251_Re__JSON-RPC_password.html,nakamotoinstitute_files\posts\post_251_Re__JSON-RPC_password.html,Re  JSON-RPC password,2
"Bitcoin is an implementation of Wei Dai's b-money proposalhttp://weidai.com/bmoney.txton Cypherpunkshttp://en.wikipedia.org/wiki/Cypherpunksin 1998 and Nick Szabo's Bitgold proposalhttp://unenumerated.blogspot.com/2005/12/bit-gold.htmlThe timing is strange, just as we are getting a rapid increase in 3rd party coverage after getting slashdotted. Â I hope there's not a big hurry to wrap the discussion and decide. Â How long does Wikipedia typically leave a question like that open for comment?It would help to condense the article and make it less promotional sounding as soon as possible. Â Just letting people know what it is, where it fits into the electronic money space, not trying to convince them that it's good",0,posts,post,post_252_Re__They_want_to_delete_the_Wikipedia_article,252,nakamotoinstitute_files\posts\post_252_Re__They_want_to_delete_the_Wikipedia_article.html,nakamotoinstitute_files\posts\post_252_Re__They_want_to_delete_the_Wikipedia_article.html,Re  They want to delete the Wikipedia article,2
". Â They probably want something that just generally identifies what it is, not tries to explain all about how it works.If you post inhttp://en.wikipedia.org/wiki/Wikipedia:Articles_for_deletion/Bitcoinplease don't say ""yeah, but bitcoin is really important and special so the rules shouldn't apply"" or argue that the rule is dumb or unfair. Â That only makes it worse. Â Try to address how the rule is satisfied.Search ""bitcoin"" on google and see if you can find more big references in addition to the infoworld and slashdot ones. Â There may be very recent stuff being written by reporters who heard about it from the slashdot article.I hope it doesn't get deleted. Â If it does, it'll be hard to overcome the presumption.Â  Institutional momentum is to stick with the last decision.Â  (edit: or at least I assume so, that's how the world usually works, but maybe Wiki is different)
Re: They want to delete the Wikipedia article
July 20, 2010 at 18:38:28 UTC
BitcoinTalk",1,posts,post,post_252_Re__They_want_to_delete_the_Wikipedia_article,252,nakamotoinstitute_files\posts\post_252_Re__They_want_to_delete_the_Wikipedia_article.html,nakamotoinstitute_files\posts\post_252_Re__They_want_to_delete_the_Wikipedia_article.html,Re  They want to delete the Wikipedia article,2
"I was researching config file formats, here's a comparison.YAML is massive. Â I'm not sure there's a lightweight easy to build library we can integrate into our project",0,posts,post,post_254_Re__JSON-RPC_password,254,nakamotoinstitute_files\posts\post_254_Re__JSON-RPC_password.html,nakamotoinstitute_files\posts\post_254_Re__JSON-RPC_password.html,Re  JSON-RPC password,4
". Â Seems overkill.JSON is tempting and I'm inclined to like it, but two main sticking points:1) No comments! Â How can you have a config file where you can't comment out a line to disable it?2) Not very user friendly to have to ""quote"" all the strings, including the keys, and also have to remember the comma at the end of lines.{""key"" : ""value"",}I suppose we could easily preprocess JSON reading the config file one line at a time, truncate the lines at any # character (and/or ""//""?), concatenate them into a string and pass it to JSON, so you could go:# comment""key"" : ""value"", Â  # still have to remember the comma""key2"" : ""value"", Â  // comment like this or bothBoost has boost::program_options.We could read lines ourselves and feed them into a map mapConfig.while (!eof)read lineif '#' found, truncate linesplit line at first ':' -> key, valuemapConfig.insert(key, value)If we use the syntax:# commentkey : value...and don't allow whitespace indenting before the keys, I guess we would be a",1,posts,post,post_254_Re__JSON-RPC_password,254,nakamotoinstitute_files\posts\post_254_Re__JSON-RPC_password.html,nakamotoinstitute_files\posts\post_254_Re__JSON-RPC_password.html,Re  JSON-RPC password,4
"commentkey : value...and don't allow whitespace indenting before the keys, I guess we would be a subset of YAML and could switch to YAML someday if we need more complexity.If we go with self parsed, that doesn't mean we can't use JSON on particular parameter values as needed",2,posts,post,post_254_Re__JSON-RPC_password,254,nakamotoinstitute_files\posts\post_254_Re__JSON-RPC_password.html,nakamotoinstitute_files\posts\post_254_Re__JSON-RPC_password.html,Re  JSON-RPC password,4
". Â If an option needs a list or more structured data, it could always parse its value as json:key : [""item1"", ""item2"", ""item3""]Although it has to be all on one line then.I guess I'm leaning towards self parsed mapConfig:# commentkey : value
Re: JSON-RPC password
July 21, 2010 at 05:51:34 UTC
BitcoinTalk",3,posts,post,post_254_Re__JSON-RPC_password,254,nakamotoinstitute_files\posts\post_254_Re__JSON-RPC_password.html,nakamotoinstitute_files\posts\post_254_Re__JSON-RPC_password.html,Re  JSON-RPC password,4
"Quote from: gavinandresen on July 21, 2010, 12:11:10 PMI just did a quick survey of 20 .conf files in /etc on my debian system, and found:1 file used ""key value""5 used ""key=value""Thanks for that survey!I find ""key value"" a little unnatural.Â  There ought to be a more definite separator between key and value that suggests assignment.Â  The space people may just be getting lazy using their language's split function.key=some full sentence with spaces in it.Â  # seems more clearkey some full sentence with spaces in it.Â  # than thisAllright then, lets go with self-parsed mapConfig, syntax:# commentkey=valuefile extension .conf.Â  What's the filename, is it ~/.bitcoin/settings.conf or ~/.bitcoin/bitcoin.conf or what?I think we better strip whitespace at the beginning and end of the key and the value.# user who likes column formattedkÂ  Â  Â  Â  Â  Â  = valuekeyÂ  Â  Â  Â  Â = valuelongerkey =Â  Â this sentence would be thisÂ  Â  # ""this sentence would be this""key = valueÂ  Â # guess this is",0,posts,post,post_255_Re__JSON-RPC_password,255,nakamotoinstitute_files\posts\post_255_Re__JSON-RPC_password.html,nakamotoinstitute_files\posts\post_255_Re__JSON-RPC_password.html,Re  JSON-RPC password,2
"Â this sentence would be thisÂ  Â  # ""this sentence would be this""key = valueÂ  Â # guess this is ok toonextkey = valueright = justifiedThe normal syntax should be ""key=value"", but you can't blame people for the occasional ""key = value"".
Re: JSON-RPC password
July 21, 2010 at 16:07:57 UTC
BitcoinTalk",1,posts,post,post_255_Re__JSON-RPC_password,255,nakamotoinstitute_files\posts\post_255_Re__JSON-RPC_password.html,nakamotoinstitute_files\posts\post_255_Re__JSON-RPC_password.html,Re  JSON-RPC password,2
"By making some adjustments to the database settings, I was able to make the initial block download about 5 times faster. Â It downloads in about 30 minutes.The database default had it writing each block to disk synchronously, which is not necessary. Â I changed the settings to let it cache the changes in memory and write them out in a batch. Â Blocks are still written transactionally, so either the complete change occurs or none of it does, in either case the data is left in a valid state.I only enabled this change during the initial block download",0,posts,post,post_261_Faster_initial_block_download_(5x_faster),261,nakamotoinstitute_files\posts\post_261_Faster_initial_block_download_(5x_faster).html,nakamotoinstitute_files\posts\post_261_Faster_initial_block_download_(5x_faster).html,Faster initial block download (5x faster),2
". Â When you come within 2000 blocks of the latest block, these changes turn off and it slows down to the old way.I built a test build if you'd like to start using it:http://www.bitcoin.org/download/bitcoin-0.3.2.5-win32.ziphttp://www.bitcoin.org/download/bitcoin-0.3.2.5-linux.tar.gzThese binaries also include Gavin Andresen's JSON-RPC HTTP authentication feature and the other important security improvements from 0.3.2.I've been running a test over the last 24 hours that kills and restarts it randomly every 2-60 seconds (poor thing) while it's trying to do an initial block download and it's been fine.There are no changes to the way it handles wallet.dat. Â This change is only for blk*.dat and the non-critical addr.dat. Â You can always delete blk*.dat if it gets screwed up and let it re-download.
Faster initial block download (5x faster)
July 23, 2010 at 18:24:56 UTC
BitcoinTalk",1,posts,post,post_261_Faster_initial_block_download_(5x_faster),261,nakamotoinstitute_files\posts\post_261_Faster_initial_block_download_(5x_faster).html,nakamotoinstitute_files\posts\post_261_Faster_initial_block_download_(5x_faster).html,Faster initial block download (5x faster),2
"Obviously it's a bug that it repeats the header.I was trying to follow the 1.0 spec:http://json-rpc.org/wiki/specificationIt called for multiple invocation.I think they mean it's like this, but I'm not sure:Post:{""method"": ""postMessage"", ""params"": [""Hello all!""], ""id"": 99}{""method"": ""postMessage"", ""params"": [""I have a question:""], ""id"": 101}Reply:{""result"": 1, ""error"": null, ""id"": 99}{""result"": 1, ""error"": null, ""id"": 101}I can't remember where I think I saw that it's supposed to send back HTTP status 500 for an error reply.Â  If it contains multiple responses and one is an error, I wonder if that makes the status 500 for the whole thing, I guess so.Â  Maybe it should always return 200.Â  I think someone sounded like the 500 might be causing a problem.This probably gets fixed after 0.3.3.Â  Until then, just use single invocation.Â  I wonder if any JSON-RPC package even supports multiple invocation, probably not.It would be nice if we could pin down better how multiple-invocation is",0,posts,post,post_264_Re__JSON-RPC_Multiple_Invocations,264,nakamotoinstitute_files\posts\post_264_Re__JSON-RPC_Multiple_Invocations.html,nakamotoinstitute_files\posts\post_264_Re__JSON-RPC_Multiple_Invocations.html,Re  JSON-RPC Multiple Invocations,2
"invocation, probably not.It would be nice if we could pin down better how multiple-invocation is supposed to work, if at all, before trying to fix it, and whether returning HTTP status 500 for error response is right.
Re: JSON-RPC Multiple Invocations
July 24, 2010 at 24:59:08 UTC
BitcoinTalk",1,posts,post,post_264_Re__JSON-RPC_Multiple_Invocations,264,nakamotoinstitute_files\posts\post_264_Re__JSON-RPC_Multiple_Invocations.html,nakamotoinstitute_files\posts\post_264_Re__JSON-RPC_Multiple_Invocations.html,Re  JSON-RPC Multiple Invocations,2
